,difficulty,duration,channel_email,channel_web,channel_mobile,channel_social,offer_type,age_categories_10-19,age_categories_20-29,age_categories_30-39,age_categories_40-49,age_categories_50-59,age_categories_60-69,age_categories_70-79,age_categories_80-89,age_categories_Missing,income_binned_30k-39k,income_binned_40k-49k,income_binned_50k-59k,income_binned_60k-69k,income_binned_70k-79k,income_binned_80k-89k,income_binned_90k-99k,income_binned_100k-109k,income_binned_110k-120k,became_member_year_2013,became_member_year_2014,became_member_year_2015,became_member_year_2016,became_member_year_2017,became_member_year_2018,gender_F,gender_M,gender_N,gender_O
1425,20.0,10.0,1.0,1.0,0.0,0.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1454,10.0,10.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1465,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1477,10.0,10.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1495,10.0,10.0,1.0,1.0,1.0,1.0,discount,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1531,10.0,10.0,1.0,1.0,1.0,1.0,discount,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1537,7.0,7.0,1.0,1.0,1.0,1.0,discount,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1545,7.0,7.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1548,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1552,10.0,7.0,1.0,0.0,1.0,1.0,bogo,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1563,10.0,10.0,1.0,1.0,1.0,1.0,discount,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1567,10.0,10.0,1.0,1.0,1.0,1.0,discount,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1573,10.0,10.0,1.0,1.0,1.0,1.0,discount,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1577,7.0,7.0,1.0,1.0,1.0,1.0,discount,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1584,20.0,10.0,1.0,1.0,0.0,0.0,discount,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1588,7.0,7.0,1.0,1.0,1.0,1.0,discount,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1597,10.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1609,10.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1618,10.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1627,10.0,10.0,1.0,1.0,1.0,1.0,discount,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1646,10.0,10.0,1.0,1.0,1.0,1.0,discount,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1659,7.0,7.0,1.0,1.0,1.0,1.0,bogo,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1668,10.0,7.0,1.0,0.0,1.0,1.0,bogo,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1675,5.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1687,7.0,7.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1692,10.0,10.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1697,10.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1704,20.0,10.0,1.0,1.0,0.0,0.0,bogo,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1708,10.0,7.0,1.0,1.0,1.0,0.0,discount,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1713,7.0,7.0,1.0,1.0,1.0,1.0,discount,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1718,20.0,10.0,1.0,1.0,0.0,0.0,discount,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1721,7.0,7.0,1.0,1.0,1.0,1.0,discount,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1731,10.0,10.0,1.0,1.0,1.0,1.0,discount,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1751,10.0,10.0,1.0,1.0,1.0,1.0,discount,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1765,7.0,7.0,1.0,1.0,1.0,1.0,bogo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1771,7.0,7.0,1.0,1.0,1.0,1.0,bogo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1777,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1784,10.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1790,10.0,7.0,1.0,0.0,1.0,1.0,bogo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1804,10.0,7.0,1.0,1.0,1.0,0.0,discount,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1821,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1840,7.0,7.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1846,10.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1853,7.0,7.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1859,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1867,10.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1907,10.0,10.0,1.0,1.0,1.0,1.0,bogo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1908,10.0,10.0,1.0,1.0,1.0,1.0,bogo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1914,5.0,7.0,1.0,1.0,1.0,0.0,bogo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1926,10.0,7.0,1.0,0.0,1.0,1.0,bogo,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1941,7.0,7.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1944,5.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1949,10.0,7.0,1.0,0.0,1.0,1.0,bogo,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1953,10.0,7.0,1.0,0.0,1.0,1.0,bogo,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1957,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1962,10.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1968,10.0,10.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1972,7.0,7.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1999,10.0,10.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2009,10.0,10.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2012,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2021,20.0,10.0,1.0,1.0,0.0,0.0,bogo,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2026,10.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2030,10.0,7.0,1.0,0.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2035,10.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2036,10.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2040,10.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2049,5.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2057,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2070,10.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2074,10.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2082,10.0,10.0,1.0,1.0,1.0,1.0,bogo,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2092,10.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2096,10.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2101,5.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2103,10.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2109,10.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
2114,10.0,7.0,1.0,0.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
2123,10.0,10.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
2124,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
2128,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
2141,7.0,7.0,1.0,1.0,1.0,1.0,bogo,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2150,7.0,7.0,1.0,1.0,1.0,1.0,bogo,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2160,10.0,7.0,1.0,1.0,1.0,0.0,bogo,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2165,10.0,10.0,1.0,1.0,1.0,1.0,bogo,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2169,10.0,5.0,1.0,1.0,1.0,1.0,bogo,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2177,10.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2182,7.0,7.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2188,7.0,7.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2189,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2196,10.0,7.0,1.0,1.0,1.0,0.0,discount,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
2199,10.0,7.0,1.0,1.0,1.0,0.0,discount,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
2203,10.0,7.0,1.0,1.0,1.0,0.0,discount,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
2220,10.0,10.0,1.0,1.0,1.0,1.0,discount,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2233,5.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2234,7.0,7.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2282,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2290,10.0,10.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2298,5.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2326,10.0,7.0,1.0,0.0,1.0,1.0,bogo,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2331,10.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2399,7.0,7.0,1.0,1.0,1.0,1.0,discount,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2415,10.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2421,10.0,7.0,1.0,0.0,1.0,1.0,bogo,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2428,10.0,10.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2431,7.0,7.0,1.0,1.0,1.0,1.0,bogo,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2442,5.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2446,10.0,7.0,1.0,0.0,1.0,1.0,bogo,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2453,10.0,7.0,1.0,0.0,1.0,1.0,bogo,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2463,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2482,7.0,7.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
2487,10.0,10.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
2490,10.0,7.0,1.0,0.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
2511,10.0,7.0,1.0,0.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2515,10.0,7.0,1.0,0.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2546,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2552,5.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2556,10.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2561,10.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2566,20.0,10.0,1.0,1.0,0.0,0.0,discount,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2585,5.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2586,7.0,7.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2597,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2601,5.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2607,10.0,10.0,1.0,1.0,1.0,1.0,discount,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2631,7.0,7.0,1.0,1.0,1.0,1.0,discount,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
2638,10.0,7.0,1.0,1.0,1.0,0.0,discount,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
2639,10.0,10.0,1.0,1.0,1.0,1.0,discount,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
2643,20.0,10.0,1.0,1.0,0.0,0.0,discount,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
2648,10.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
2655,7.0,7.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
2661,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
2665,10.0,10.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
2669,10.0,7.0,1.0,0.0,1.0,1.0,bogo,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2675,10.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2689,5.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
2698,10.0,10.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
2706,7.0,7.0,1.0,1.0,1.0,1.0,discount,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2707,7.0,7.0,1.0,1.0,1.0,1.0,discount,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2715,10.0,10.0,1.0,1.0,1.0,1.0,discount,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2725,10.0,10.0,1.0,1.0,1.0,1.0,discount,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2732,10.0,10.0,1.0,1.0,1.0,1.0,discount,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2762,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2779,10.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2810,7.0,7.0,1.0,1.0,1.0,1.0,discount,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2817,7.0,7.0,1.0,1.0,1.0,1.0,discount,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2824,5.0,5.0,1.0,1.0,1.0,1.0,bogo,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2831,5.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2838,7.0,7.0,1.0,1.0,1.0,1.0,discount,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2859,10.0,7.0,1.0,0.0,1.0,1.0,bogo,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2867,10.0,7.0,1.0,0.0,1.0,1.0,bogo,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2872,5.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2879,10.0,7.0,1.0,0.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2884,10.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2885,10.0,10.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2889,7.0,7.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2893,10.0,10.0,1.0,1.0,1.0,1.0,bogo,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2901,5.0,7.0,1.0,1.0,1.0,0.0,bogo,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
